CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
16705,1,20,14034.99,2011-12-09,5,5,5,555,15,Champions
16706,38,3,531.35,2011-11-02,3,4,3,343,10,Loyal Customers
16708,46,1,656.63,2011-10-25,3,2,3,323,8,Potential Loyalists
16709,85,5,3029.87,2011-09-16,2,4,5,245,11,Can't Lose Them
16710,20,10,2467.99,2011-11-20,4,5,5,455,14,Champions
16711,4,5,1651.03,2011-12-06,5,4,4,544,13,Champions
16712,10,11,3611.31,2011-11-30,5,5,5,555,15,Champions
16713,19,15,6910.78,2011-11-21,4,5,5,455,14,Champions
16714,219,3,1129.06,2011-05-05,1,4,4,144,9,Can't Lose Them
16715,79,1,301.72,2011-09-22,2,2,2,222,6,Need Attention
16716,267,2,901.2,2011-03-18,1,3,3,133,7,At Risk
16717,24,6,3843.08,2011-11-16,4,5,5,455,14,Champions
16718,370,1,606.05,2010-12-05,1,2,3,123,6,Other
16719,15,7,1770.22,2011-11-25,4,5,4,454,13,Champions
16720,27,1,152.95,2011-11-13,4,2,1,421,7,Promising
16721,263,1,292.47,2011-03-22,1,2,2,122,5,Hibernating
16722,18,13,4730.81,2011-11-22,4,5,5,455,14,Champions
16723,92,2,576.4,2011-09-09,2,3,3,233,8,Need Attention
16725,303,7,758.27,2011-02-10,1,5,3,153,9,At Risk
16726,27,5,1358.74,2011-11-13,4,4,4,444,12,Champions
16727,365,1,256.32,2010-12-10,1,2,2,122,5,Hibernating
16728,47,4,1048.28,2011-10-24,3,4,4,344,11,Loyal Customers
16729,39,21,7205.33,2011-11-01,3,5,5,355,13,Loyal Customers
16730,53,3,743.11,2011-10-18,3,4,3,343,10,Loyal Customers
16732,32,1,603.75,2011-11-08,4,2,3,423,9,Potential Loyalists
16734,53,3,646.76,2011-10-18,3,4,3,343,10,Loyal Customers
16735,79,5,2247.41,2011-09-22,2,4,5,245,11,Can't Lose Them
16737,54,1,417.6,2011-10-17,3,2,2,322,7,Promising
16738,298,1,3.75,2011-02-15,1,2,1,121,4,Hibernating
16739,177,1,323.0,2011-06-16,2,2,2,222,6,Need Attention
16742,47,1,464.9,2011-10-24,3,2,2,322,7,Promising
16743,30,7,2213.13,2011-11-10,4,5,5,455,14,Champions
16744,12,7,1291.91,2011-11-28,5,5,4,554,14,Champions
16745,87,17,7180.7,2011-09-14,2,5,5,255,12,Can't Lose Them
16746,5,18,6680.11,2011-12-05,5,5,5,555,15,Champions
16747,38,2,836.06,2011-11-02,3,3,3,333,9,Loyal Customers
16748,18,5,1515.9,2011-11-22,4,4,4,444,12,Champions
16750,45,5,623.93,2011-10-26,3,4,3,343,10,Loyal Customers
16751,31,1,1764.72,2011-11-09,4,2,4,424,10,Potential Loyalists
16752,373,1,207.5,2010-12-02,1,2,1,121,4,Hibernating
16753,59,1,223.92,2011-10-12,3,2,1,321,6,Promising
16754,373,1,2002.4,2010-12-02,1,2,4,124,7,Other
16755,115,3,1475.43,2011-08-17,2,4,4,244,10,Can't Lose Them
16756,215,1,239.4,2011-05-09,1,2,1,121,4,Hibernating
16757,319,1,106.83,2011-01-25,1,2,1,121,4,Hibernating
16758,66,1,369.34,2011-10-05,3,2,2,322,7,Promising
16759,8,3,789.79,2011-12-02,5,4,3,543,12,Loyal Customers
16761,97,1,316.62,2011-09-04,2,2,2,222,6,Need Attention
16762,20,3,1207.24,2011-11-20,4,4,4,444,12,Champions
16763,199,1,611.85,2011-05-25,1,2,3,123,6,Other
16764,4,13,2790.95,2011-12-06,5,5,5,555,15,Champions
16765,295,1,34.0,2011-02-18,1,2,1,121,4,Hibernating
16766,274,2,1145.6,2011-03-11,1,3,4,134,8,At Risk
16767,31,11,5575.56,2011-11-09,4,5,5,455,14,Champions
16768,48,3,478.09,2011-10-23,3,4,2,342,9,Potential Loyalists
16769,261,1,361.54,2011-03-24,1,2,2,122,5,Hibernating
16770,58,5,757.1,2011-10-13,3,4,3,343,10,Loyal Customers
16771,34,5,2242.61,2011-11-06,3,4,5,345,12,Loyal Customers
16773,58,1,171.59,2011-10-13,3,2,1,321,6,Promising
16774,68,4,661.52,2011-10-03,3,4,3,343,10,Loyal Customers
16775,11,11,1691.51,2011-11-29,5,5,4,554,14,Champions
16776,61,1,371.54,2011-10-10,3,2,2,322,7,Promising
16777,81,2,222.62,2011-09-20,2,3,1,231,6,Other
16778,75,2,245.94,2011-09-26,2,3,1,231,6,Other
16779,3,22,10611.72,2011-12-07,5,5,5,555,15,Champions
16780,101,2,422.24,2011-08-31,2,3,2,232,7,Need Attention
16781,373,1,311.25,2010-12-02,1,2,2,122,5,Hibernating
16782,11,13,2267.95,2011-11-29,5,5,5,555,15,Champions
16784,20,1,107.6,2011-11-20,4,2,1,421,7,Promising
16788,124,2,594.39,2011-08-08,2,3,3,233,8,Need Attention
16789,9,1,80.8,2011-12-01,5,2,1,521,8,Promising
16790,4,6,1545.62,2011-12-06,5,5,4,554,14,Champions
16791,30,7,1705.78,2011-11-10,4,5,4,454,13,Champions
16792,283,2,110.38,2011-03-02,1,3,1,131,5,Other
16793,58,1,243.84,2011-10-13,3,2,1,321,6,Promising
16794,2,10,1196.5,2011-12-08,5,5,4,554,14,Champions
16795,366,1,414.88,2010-12-09,1,2,2,122,5,Hibernating
16796,90,1,305.62,2011-09-11,2,2,2,222,6,Need Attention
16800,12,1,1162.65,2011-11-28,5,2,4,524,11,Potential Loyalists
16801,164,4,1594.23,2011-06-29,2,4,4,244,10,Can't Lose Them
16803,66,1,332.3,2011-10-05,3,2,2,322,7,Promising
16804,24,3,536.99,2011-11-16,4,4,3,443,11,Loyal Customers
16805,174,2,460.59,2011-06-19,2,3,2,232,7,Need Attention
16806,104,4,762.16,2011-08-28,2,4,3,243,9,At Risk
16807,143,3,1121.59,2011-07-20,2,4,4,244,10,Can't Lose Them
16808,100,2,288.42,2011-09-01,2,3,2,232,7,Need Attention
16809,24,5,914.69,2011-11-16,4,4,3,443,11,Loyal Customers
16810,193,1,309.54,2011-05-31,1,2,2,122,5,Hibernating
16811,5,2,547.07,2011-12-05,5,3,3,533,11,Loyal Customers
16812,361,1,479.35,2010-12-14,1,2,2,122,5,Hibernating
16813,9,10,1652.18,2011-12-01,5,5,4,554,14,Champions
16814,15,21,6416.7,2011-11-25,4,5,5,455,14,Champions
16816,104,4,417.06,2011-08-28,2,4,2,242,8,Other
16817,3,9,1604.75,2011-12-07,5,5,4,554,14,Champions
16818,11,11,3349.57,2011-11-29,5,5,5,555,15,Champions
16820,96,1,497.61,2011-09-05,2,2,3,223,7,Need Attention
16823,228,1,358.38,2011-04-26,1,2,2,122,5,Hibernating
16824,16,2,460.64,2011-11-24,4,3,2,432,9,Potential Loyalists
16825,39,2,775.18,2011-11-01,3,3,3,333,9,Loyal Customers
16826,52,1,341.7,2011-10-19,3,2,2,322,7,Promising
16828,94,2,128.5,2011-09-07,2,3,1,231,6,Other
16829,157,1,197.22,2011-07-06,2,2,1,221,5,About to Sleep
16830,39,1,325.91,2011-11-01,3,2,2,322,7,Promising
16832,185,3,199.15,2011-06-08,1,4,1,141,6,Other
16833,2,4,1106.53,2011-12-08,5,4,4,544,13,Champions
16834,228,1,413.46,2011-04-26,1,2,2,122,5,Hibernating
16835,129,2,180.85,2011-08-03,2,3,1,231,6,Other
16836,40,2,251.87,2011-10-31,3,3,2,332,8,Potential Loyalists
16837,32,11,3170.98,2011-11-08,4,5,5,455,14,Champions
16838,198,2,588.85,2011-05-26,1,3,3,133,7,At Risk
16839,9,34,16594.35,2011-12-01,5,5,5,555,15,Champions
16841,37,6,1869.82,2011-11-03,3,5,4,354,12,Loyal Customers
16842,101,3,1264.19,2011-08-31,2,4,4,244,10,Can't Lose Them
16843,43,16,10196.57,2011-10-28,3,5,5,355,13,Loyal Customers
16846,51,1,214.32,2011-10-20,3,2,1,321,6,Promising
16847,44,1,193.44,2011-10-27,3,2,1,321,6,Promising
16848,53,1,281.42,2011-10-18,3,2,2,322,7,Promising
16849,187,1,124.57,2011-06-06,1,2,1,121,4,Hibernating
16850,334,1,332.41,2011-01-10,1,2,2,122,5,Hibernating
16851,5,3,342.45,2011-12-05,5,4,2,542,11,Potential Loyalists
16852,11,2,144.91,2011-11-29,5,3,1,531,9,Potential Loyalists
16855,24,2,328.4,2011-11-16,4,3,2,432,9,Potential Loyalists
16856,15,1,35.4,2011-11-25,4,2,1,421,7,Promising
16858,369,1,375.69,2010-12-06,1,2,2,122,5,Hibernating
16859,145,2,747.81,2011-07-18,2,3,3,233,8,Need Attention
16861,60,2,173.76,2011-10-11,3,3,1,331,7,Potential Loyalists
16863,32,2,502.8,2011-11-08,4,3,3,433,10,Loyal Customers
16866,141,3,207.74,2011-07-22,2,4,1,241,7,Other
16869,23,4,817.12,2011-11-17,4,4,3,443,11,Loyal Customers
16871,23,6,2812.34,2011-11-17,4,5,5,455,14,Champions
16872,78,3,680.02,2011-09-23,2,4,3,243,9,At Risk
16873,5,6,7123.62,2011-12-05,5,5,5,555,15,Champions
16875,68,5,2095.53,2011-10-03,3,4,5,345,12,Loyal Customers
16877,13,6,846.62,2011-11-27,5,5,3,553,13,Loyal Customers
16878,85,1,13.3,2011-09-16,2,2,1,221,5,About to Sleep
16880,31,7,1491.43,2011-11-09,4,5,4,454,13,Champions
16881,67,1,432.0,2011-10-04,3,2,2,322,7,Promising
16882,67,3,705.12,2011-10-04,3,4,3,343,10,Loyal Customers
16883,188,2,272.48,2011-06-05,1,3,2,132,6,Other
16884,38,2,429.84,2011-11-02,3,3,2,332,8,Potential Loyalists
16885,16,3,450.41,2011-11-24,4,4,2,442,10,Potential Loyalists
16887,36,1,192.33,2011-11-04,3,2,1,321,6,Promising
16889,195,3,1578.67,2011-05-29,1,4,4,144,9,Can't Lose Them
16891,2,5,742.43,2011-12-08,5,4,3,543,12,Loyal Customers
16892,2,5,518.19,2011-12-08,5,4,3,543,12,Loyal Customers
16893,367,1,145.93,2010-12-08,1,2,1,121,4,Hibernating
16895,65,1,202.27,2011-10-06,3,2,1,321,6,Promising
16897,300,2,289.78,2011-02-13,1,3,2,132,6,Other
16898,27,3,501.03,2011-11-13,4,4,3,443,11,Loyal Customers
16899,8,6,1271.06,2011-12-02,5,5,4,554,14,Champions
16900,17,3,887.11,2011-11-23,4,4,3,443,11,Loyal Customers
16902,117,1,1706.88,2011-08-15,2,2,4,224,8,Other
16903,30,1,363.2,2011-11-10,4,2,2,422,8,Promising
16904,5,16,3653.75,2011-12-05,5,5,5,555,15,Champions
16905,6,7,3037.6,2011-12-04,5,5,5,555,15,Champions
16906,82,4,559.59,2011-09-19,2,4,3,243,9,At Risk
16907,30,5,928.76,2011-11-10,4,4,3,443,11,Loyal Customers
16909,73,1,379.14,2011-09-28,2,2,2,222,6,Need Attention
16910,5,8,1508.96,2011-12-05,5,5,4,554,14,Champions
16912,29,11,2555.58,2011-11-11,4,5,5,455,14,Champions
16913,291,1,113.44,2011-02-22,1,2,1,121,4,Hibernating
16914,37,1,183.76,2011-11-03,3,2,1,321,6,Promising
16915,10,6,621.68,2011-11-30,5,5,3,553,13,Loyal Customers
16916,24,2,562.41,2011-11-16,4,3,3,433,10,Loyal Customers
16917,277,1,391.52,2011-03-08,1,2,2,122,5,Hibernating
16918,50,6,1068.82,2011-10-21,3,5,4,354,12,Loyal Customers
16919,157,11,2592.25,2011-07-06,2,5,5,255,12,Can't Lose Them
16921,62,1,154.18,2011-10-09,3,2,1,321,6,Promising
16923,13,19,7069.08,2011-11-27,5,5,5,555,15,Champions
16924,22,3,829.89,2011-11-18,4,4,3,443,11,Loyal Customers
16926,372,1,230.25,2010-12-03,1,2,1,121,4,Hibernating
16927,116,3,543.05,2011-08-16,2,4,3,243,9,At Risk
16928,81,17,2814.7,2011-09-20,2,5,5,255,12,Can't Lose Them
16929,4,7,1295.39,2011-12-06,5,5,4,554,14,Champions
16930,27,3,378.89,2011-11-13,4,4,2,442,10,Potential Loyalists
16931,6,21,4554.87,2011-12-04,5,5,5,555,15,Champions
16932,54,1,150.23,2011-10-17,3,2,1,321,6,Promising
16933,2,2,563.23,2011-12-08,5,3,3,533,11,Loyal Customers
16934,55,2,931.03,2011-10-16,3,3,3,333,9,Loyal Customers
16936,26,1,261.9,2011-11-14,4,2,2,422,8,Promising
16938,9,4,2711.68,2011-12-01,5,4,5,545,14,Champions
16940,53,3,3049.88,2011-10-18,3,4,5,345,12,Loyal Customers
16942,13,9,1904.99,2011-11-27,5,5,4,554,14,Champions
16943,212,3,816.73,2011-05-12,1,4,3,143,8,At Risk
16945,22,19,4345.5,2011-11-18,4,5,5,455,14,Champions
16947,236,1,406.48,2011-04-18,1,2,2,122,5,Hibernating
16948,139,3,435.02,2011-07-24,2,4,2,242,8,Other
16949,4,6,1286.27,2011-12-06,5,5,4,554,14,Champions
16950,57,3,1178.56,2011-10-14,3,4,4,344,11,Loyal Customers
16951,135,3,1277.75,2011-07-28,2,4,4,244,10,Can't Lose Them
16952,110,2,167.61,2011-08-22,2,3,1,231,6,Other
16953,31,1,20.8,2011-11-09,4,2,1,421,7,Promising
16954,1,9,2085.08,2011-12-09,5,5,5,555,15,Champions
16955,185,4,518.67,2011-06-08,1,4,3,143,8,At Risk
16956,18,1,308.74,2011-11-22,4,2,2,422,8,Promising
16957,240,2,416.64,2011-04-14,1,3,2,132,6,Other
16959,88,1,117.35,2011-09-13,2,2,1,221,5,About to Sleep
16960,39,3,507.05,2011-11-01,3,4,3,343,10,Loyal Customers
16961,117,1,234.17,2011-08-15,2,2,1,221,5,About to Sleep
16963,188,1,110.55,2011-06-05,1,2,1,121,4,Hibernating
16965,227,1,201.19,2011-04-27,1,2,1,121,4,Hibernating
16966,9,7,2154.97,2011-12-01,5,5,5,555,15,Champions
16967,190,1,319.02,2011-06-03,1,2,2,122,5,Hibernating
16968,5,2,439.43,2011-12-05,5,3,2,532,10,Potential Loyalists
16969,40,3,650.41,2011-10-31,3,4,3,343,10,Loyal Customers
16971,39,1,357.21,2011-11-01,3,2,2,322,7,Promising
16976,268,1,251.52,2011-03-17,1,2,2,122,5,Hibernating
16978,78,1,344.33,2011-09-23,2,2,2,222,6,Need Attention
16979,4,6,1852.0,2011-12-06,5,5,4,554,14,Champions
16980,256,2,1028.46,2011-03-29,1,3,4,134,8,At Risk
16982,61,1,384.06,2011-10-10,3,2,2,322,7,Promising
16983,13,7,1905.87,2011-11-27,5,5,4,554,14,Champions
16984,89,2,4459.52,2011-09-12,2,3,5,235,10,At Risk
16985,18,10,5464.12,2011-11-22,4,5,5,455,14,Champions
16986,30,2,1873.2,2011-11-10,4,3,4,434,11,Loyal Customers
16987,4,7,1616.8,2011-12-06,5,5,4,554,14,Champions
16988,6,1,126.12,2011-12-04,5,2,1,521,8,Promising
16989,8,6,1133.25,2011-12-02,5,5,4,554,14,Champions
16990,219,1,179.0,2011-05-05,1,2,1,121,4,Hibernating
16992,11,5,1614.31,2011-11-29,5,4,4,544,13,Champions
16996,31,6,1456.96,2011-11-09,4,5,4,454,13,Champions
16997,289,3,702.0,2011-02-24,1,4,3,143,8,At Risk
16998,150,4,295.0,2011-07-13,2,4,2,242,8,Other
16999,24,2,484.82,2011-11-16,4,3,2,432,9,Potential Loyalists
17001,1,11,3989.57,2011-12-09,5,5,5,555,15,Champions
17002,86,3,1493.73,2011-09-15,2,4,4,244,10,Can't Lose Them
17004,47,2,1312.14,2011-10-24,3,3,4,334,10,Loyal Customers
17006,5,4,781.78,2011-12-05,5,4,3,543,12,Loyal Customers
17007,51,6,889.93,2011-10-20,3,5,3,353,11,Loyal Customers
17010,19,1,195.36,2011-11-21,4,2,1,421,7,Promising
17011,31,1,270.9,2011-11-09,4,2,2,422,8,Promising
17014,9,3,583.43,2011-12-01,5,4,3,543,12,Loyal Customers
17015,29,3,1838.61,2011-11-11,4,4,4,444,12,Champions
17017,3,20,8694.26,2011-12-07,5,5,5,555,15,Champions
17018,41,2,920.1,2011-10-30,3,3,3,333,9,Loyal Customers
17019,12,4,1258.08,2011-11-28,5,4,4,544,13,Champions
17022,32,1,71.0,2011-11-08,4,2,1,421,7,Promising
17024,46,3,95.85,2011-10-25,3,4,1,341,8,Potential Loyalists
17025,61,3,357.77,2011-10-10,3,4,2,342,9,Potential Loyalists
17026,186,2,154.83,2011-06-07,1,3,1,131,5,Other
17027,79,6,877.56,2011-09-22,2,5,3,253,10,At Risk
17029,111,2,716.0,2011-08-21,2,3,3,233,8,Need Attention
17030,64,1,146.87,2011-10-07,3,2,1,321,6,Promising
17031,12,2,380.35,2011-11-28,5,3,2,532,10,Potential Loyalists
17033,87,3,1030.14,2011-09-14,2,4,4,244,10,Can't Lose Them
17034,17,3,745.52,2011-11-23,4,4,3,443,11,Loyal Customers
17035,246,2,433.53,2011-04-08,1,3,2,132,6,Other
17037,88,1,1267.32,2011-09-13,2,2,4,224,8,Other
17038,31,1,112.4,2011-11-09,4,2,1,421,7,Promising
17040,138,1,449.73,2011-07-25,2,2,2,222,6,Need Attention
17041,27,3,1071.49,2011-11-13,4,4,4,444,12,Champions
17042,3,5,1036.58,2011-12-07,5,4,4,544,13,Champions
17043,33,4,1735.18,2011-11-07,4,4,4,444,12,Champions
17044,26,1,948.48,2011-11-14,4,2,4,424,10,Potential Loyalists
17045,114,3,339.44,2011-08-18,2,4,2,242,8,Other
17046,158,1,642.02,2011-07-05,2,2,3,223,7,Need Attention
17047,86,3,1100.9,2011-09-15,2,4,4,244,10,Can't Lose Them
17048,118,3,925.35,2011-08-14,2,4,3,243,9,At Risk
17049,3,9,5655.03,2011-12-07,5,5,5,555,15,Champions
17050,97,6,3185.64,2011-09-04,2,5,5,255,12,Can't Lose Them
17051,195,1,240.89,2011-05-29,1,2,1,121,4,Hibernating
17052,29,1,399.09,2011-11-11,4,2,2,422,8,Promising
17053,131,1,498.48,2011-08-01,2,2,3,223,7,Need Attention
17054,29,5,1356.33,2011-11-11,4,4,4,444,12,Champions
17058,82,3,1179.89,2011-09-19,2,4,4,244,10,Can't Lose Them
17059,30,5,3080.39,2011-11-10,4,4,5,445,13,Champions
17060,267,1,234.24,2011-03-18,1,2,1,121,4,Hibernating
17061,74,11,5232.23,2011-09-27,2,5,5,255,12,Can't Lose Them
17062,314,4,533.33,2011-01-30,1,4,3,143,8,At Risk
17063,22,7,1461.14,2011-11-18,4,5,4,454,13,Champions
17064,59,3,855.45,2011-10-12,3,4,3,343,10,Loyal Customers
17068,13,21,4552.14,2011-11-27,5,5,5,555,15,Champions
17069,29,9,2709.7,2011-11-11,4,5,5,455,14,Champions
17070,115,1,304.24,2011-08-17,2,2,2,222,6,Need Attention
17071,29,9,2429.03,2011-11-11,4,5,5,455,14,Champions
17073,18,4,1446.09,2011-11-22,4,4,4,444,12,Champions
17075,18,4,834.12,2011-11-22,4,4,3,443,11,Loyal Customers
17076,37,3,841.08,2011-11-03,3,4,3,343,10,Loyal Customers
17078,37,2,378.2,2011-11-03,3,3,2,332,8,Potential Loyalists
17079,79,1,118.8,2011-09-22,2,2,1,221,5,About to Sleep
17080,23,2,287.62,2011-11-17,4,3,2,432,9,Potential Loyalists
17081,26,2,288.91,2011-11-14,4,3,2,432,9,Potential Loyalists
17082,34,2,2003.85,2011-11-06,3,3,4,334,10,Loyal Customers
17083,110,3,1405.78,2011-08-22,2,4,4,244,10,Can't Lose Them
17084,36,2,2747.99,2011-11-04,3,3,5,335,11,Loyal Customers
17085,124,5,1562.4,2011-08-08,2,4,4,244,10,Can't Lose Them
17086,8,6,2050.08,2011-12-02,5,5,4,554,14,Champions
17088,29,4,1991.01,2011-11-11,4,4,4,444,12,Champions
17090,5,7,1974.65,2011-12-05,5,5,4,554,14,Champions
17091,3,9,3827.76,2011-12-07,5,5,5,555,15,Champions
17092,51,4,1774.03,2011-10-20,3,4,4,344,11,Loyal Customers
17094,323,1,302.0,2011-01-21,1,2,2,122,5,Hibernating
17095,23,3,1324.16,2011-11-17,4,4,4,444,12,Champions
17096,16,4,1022.13,2011-11-24,4,4,4,444,12,Champions
17097,3,8,954.42,2011-12-07,5,5,4,554,14,Champions
17100,19,2,971.74,2011-11-21,4,3,4,434,11,Loyal Customers
17101,11,4,1621.73,2011-11-29,5,4,4,544,13,Champions
17102,262,1,25.5,2011-03-23,1,2,1,121,4,Hibernating
17105,160,2,665.78,2011-07-03,2,3,3,233,8,Need Attention
17107,34,6,10797.48,2011-11-06,3,5,5,355,13,Loyal Customers
17109,30,6,881.29,2011-11-10,4,5,3,453,12,Loyal Customers
17110,166,1,163.3,2011-06-27,2,2,1,221,5,About to Sleep
17111,48,1,231.61,2011-10-23,3,2,1,321,6,Promising
17114,6,8,801.12,2011-12-04,5,5,3,553,13,Loyal Customers
17115,9,3,837.5,2011-12-01,5,4,3,543,12,Loyal Customers
17117,289,1,116.2,2011-02-24,1,2,1,121,4,Hibernating
17118,318,1,157.02,2011-01-26,1,2,1,121,4,Hibernating
17119,4,2,606.91,2011-12-06,5,3,3,533,11,Loyal Customers
17120,234,1,307.46,2011-04-20,1,2,2,122,5,Hibernating
17122,120,1,138.32,2011-08-12,2,2,1,221,5,About to Sleep
17123,162,1,345.3,2011-07-01,2,2,2,222,6,Need Attention
17124,186,1,294.24,2011-06-07,1,2,2,122,5,Hibernating
17125,51,1,230.5,2011-10-20,3,2,1,321,6,Promising
17126,153,5,989.45,2011-07-10,2,4,4,244,10,Can't Lose Them
17128,335,1,157.09,2011-01-09,1,2,1,121,4,Hibernating
17131,6,5,2463.17,2011-12-04,5,4,5,545,14,Champions
17133,16,7,4892.24,2011-11-24,4,5,5,455,14,Champions
17134,107,2,413.2,2011-08-25,2,3,2,232,7,Need Attention
17135,17,7,1139.73,2011-11-23,4,5,4,454,13,Champions
17138,276,1,380.5,2011-03-09,1,2,2,122,5,Hibernating
17139,16,12,10650.77,2011-11-24,4,5,5,455,14,Champions
17140,248,1,454.12,2011-04-06,1,2,2,122,5,Hibernating
17142,240,1,579.0,2011-04-14,1,2,3,123,6,Other
17144,2,2,984.57,2011-12-08,5,3,4,534,12,Loyal Customers
17146,106,3,749.78,2011-08-26,2,4,3,243,9,At Risk
17147,23,4,1714.59,2011-11-17,4,4,4,444,12,Champions
17148,52,1,124.88,2011-10-19,3,2,1,321,6,Promising
17152,195,3,1689.5,2011-05-29,1,4,4,144,9,Can't Lose Them
17153,25,1,213.78,2011-11-15,4,2,1,421,7,Promising
17154,76,1,329.34,2011-09-25,2,2,2,222,6,Need Attention
17155,18,2,251.7,2011-11-22,4,3,2,432,9,Potential Loyalists
17157,8,2,319.0,2011-12-02,5,3,2,532,10,Potential Loyalists
17158,33,3,1266.97,2011-11-07,4,4,4,444,12,Champions
17159,22,3,1538.88,2011-11-18,4,4,4,444,12,Champions
17160,32,6,3518.03,2011-11-08,4,5,5,455,14,Champions
17162,29,10,1715.46,2011-11-11,4,5,4,454,13,Champions
17163,22,2,293.1,2011-11-18,4,3,2,432,9,Potential Loyalists
17164,33,7,2467.35,2011-11-07,4,5,5,455,14,Champions
17165,285,1,158.68,2011-02-28,1,2,1,121,4,Hibernating
17166,39,2,206.34,2011-11-01,3,3,1,331,7,Potential Loyalists
17169,58,2,835.78,2011-10-13,3,3,3,333,9,Loyal Customers
17171,290,1,224.91,2011-02-23,1,2,1,121,4,Hibernating
17172,79,1,317.76,2011-09-22,2,2,2,222,6,Need Attention
17173,6,8,3766.6,2011-12-04,5,5,5,555,15,Champions
17174,218,1,59.9,2011-05-06,1,2,1,121,4,Hibernating
17175,45,4,1443.69,2011-10-26,3,4,4,344,11,Loyal Customers
17176,202,1,306.13,2011-05-22,1,2,2,122,5,Hibernating
17179,179,3,711.79,2011-06-14,2,4,3,243,9,At Risk
17180,57,4,783.97,2011-10-14,3,4,3,343,10,Loyal Customers
17181,58,2,239.92,2011-10-13,3,3,1,331,7,Potential Loyalists
17183,8,6,3347.31,2011-12-02,5,5,5,555,15,Champions
17186,47,2,144.0,2011-10-24,3,3,1,331,7,Potential Loyalists
17187,227,1,203.95,2011-04-27,1,2,1,121,4,Hibernating
17188,12,7,2474.23,2011-11-28,5,5,5,555,15,Champions
17189,107,2,383.75,2011-08-25,2,3,2,232,7,Need Attention
17190,59,2,444.74,2011-10-12,3,3,2,332,8,Potential Loyalists
17191,29,7,2093.68,2011-11-11,4,5,5,455,14,Champions
17193,36,7,1699.3,2011-11-04,3,5,4,354,12,Loyal Customers
17194,274,2,262.62,2011-03-11,1,3,2,132,6,Other
17197,30,1,1013.01,2011-11-10,4,2,4,424,10,Potential Loyalists
17198,24,3,692.22,2011-11-16,4,4,3,443,11,Loyal Customers
17201,54,1,289.78,2011-10-17,3,2,2,322,7,Promising
17203,36,6,3560.08,2011-11-04,3,5,5,355,13,Loyal Customers
17204,176,4,1564.56,2011-06-17,2,4,4,244,10,Can't Lose Them
17205,54,1,384.08,2011-10-17,3,2,2,322,7,Promising
17206,54,1,204.24,2011-10-17,3,2,1,321,6,Promising
17211,27,8,2317.22,2011-11-13,4,5,5,455,14,Champions
17212,254,1,226.85,2011-03-31,1,2,1,121,4,Hibernating
17213,41,7,2781.23,2011-10-30,3,5,5,355,13,Loyal Customers
17214,61,6,1059.12,2011-10-10,3,5,4,354,12,Loyal Customers
17217,235,1,113.5,2011-04-19,1,2,1,121,4,Hibernating
17218,5,10,1951.97,2011-12-05,5,5,4,554,14,Champions
17219,32,1,114.23,2011-11-08,4,2,1,421,7,Promising
17220,25,14,3187.55,2011-11-15,4,5,5,455,14,Champions
17221,8,2,334.48,2011-12-02,5,3,2,532,10,Potential Loyalists
17222,66,1,328.65,2011-10-05,3,2,2,322,7,Promising
17223,311,2,416.89,2011-02-02,1,3,2,132,6,Other
17226,309,1,393.49,2011-02-04,1,2,2,122,5,Hibernating
17227,19,6,939.32,2011-11-21,4,5,4,454,13,Champions
17228,16,8,1906.09,2011-11-24,4,5,4,454,13,Champions
17229,97,2,318.76,2011-09-04,2,3,2,232,7,Need Attention
17230,265,8,3638.41,2011-03-20,1,5,5,155,11,Can't Lose Them
17231,13,10,3124.72,2011-11-27,5,5,5,555,15,Champions
17232,3,2,417.77,2011-12-07,5,3,2,532,10,Potential Loyalists
17233,36,1,190.88,2011-11-04,3,2,1,321,6,Promising
17234,183,1,149.89,2011-06-10,1,2,1,121,4,Hibernating
17235,26,2,550.06,2011-11-14,4,3,3,433,10,Loyal Customers
17236,13,6,916.13,2011-11-27,5,5,3,553,13,Loyal Customers
17237,12,2,314.69,2011-11-28,5,3,2,532,10,Potential Loyalists
17238,3,17,3719.1,2011-12-07,5,5,5,555,15,Champions
17239,313,1,382.5,2011-01-31,1,2,2,122,5,Hibernating
17242,109,2,1135.04,2011-08-23,2,3,4,234,9,At Risk
17243,2,26,8540.05,2011-12-08,5,5,5,555,15,Champions
17244,54,1,954.9,2011-10-17,3,2,4,324,9,Potential Loyalists
17245,205,1,171.45,2011-05-19,1,2,1,121,4,Hibernating
17247,16,1,280.09,2011-11-24,4,2,2,422,8,Promising
17248,121,1,318.65,2011-08-11,2,2,2,222,6,Need Attention
17250,4,2,381.97,2011-12-06,5,3,2,532,10,Potential Loyalists
17251,363,1,269.83,2010-12-12,1,2,2,122,5,Hibernating
17252,117,2,348.91,2011-08-15,2,3,2,232,7,Need Attention
17253,19,1,178.26,2011-11-21,4,2,1,421,7,Promising
17254,5,2,271.19,2011-12-05,5,3,2,532,10,Potential Loyalists
17255,41,2,291.48,2011-10-30,3,3,2,332,8,Potential Loyalists
17256,108,2,240.0,2011-08-24,2,3,1,231,6,Other
17259,149,2,581.23,2011-07-14,2,3,3,233,8,Need Attention
17262,53,5,1253.36,2011-10-18,3,4,4,344,11,Loyal Customers
17263,209,1,63.44,2011-05-15,1,2,1,121,4,Hibernating
